timestamp,V_shunt,experiment_start
2026-03-24T16:36:09.777952,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.781942,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.792621,6.52030000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.800828,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.821002,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.824574,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.828489,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.832277,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.836365,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.839733,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.843512,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.847340,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.851429,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.854620,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.858479,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.862454,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.866762,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.890246,6.52003000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.898997,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.902805,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.906639,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.909864,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.913703,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.917457,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.921640,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.925733,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.928858,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.932653,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.939161,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.943044,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.946957,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.951392,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.956710,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.982199,6.51657000E-02,2026-03-24T16:36:06.296566
2026-03-24T16:36:09.997029,6.51749000E-02,2026-03-24T16:36:06.296566
