Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_32,5,25.21,705.000,0.011511040,10.147521902,50.944405684
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,7.63,997.000,0.010488692,9.246444522,46.420655748
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_32+idle,11,9.98,1705.000,0.010953395,9.656025149,48.476905719
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_64,5,343.69,856.000,0.011070012,9.758808641,48.992917799
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,1.90,990.000,0.009662677,8.518411418,42.765653649
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_64+idle,11,3.75,1850.000,0.010302375,9.082228337,45.596228263
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_128,7,1.55,1192.000,0.010747634,9.474671369,47.566441013
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,1.83,995.000,0.009780135,8.621936844,43.285390524
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_128+idle,13,3.18,2190.000,0.010301096,9.081101588,45.590571557
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_256,10,1.59,1872.000,0.010041223,8.852054587,44.440668804
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,3.59,998.000,0.009490015,8.366230877,42.001649662
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_256+idle,16,6.05,2874.000,0.009834520,8.669870696,43.526036625
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_512,17,2.16,3163.000,0.009202192,8.112549232,40.728071665
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,3.51,997.000,0.009707955,8.558318835,42.966004010
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_512+idle,23,5.69,4164.000,0.009334130,8.228836955,41.311880103
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_1024,30,5.71,5836.000,0.008832454,7.786669466,39.092031733
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,4.32,999.000,0.009587303,8.451978869,42.432137077
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_1024+idle,36,11.75,6838.000,0.008958262,7.897554366,39.648715957
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_2048,57,20.05,11179.000,0.008528533,7.518799697,37.747223975
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,1.87,997.000,0.009643862,8.501828253,42.682399877
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_2048+idle,63,20.49,12179.000,0.008634755,7.612421464,38.217240728
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_4096,110,51.63,21825.000,0.008473341,7.470154822,37.503008267
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,1.00,999.000,0.009775900,8.618204200,43.266651235
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_4096+idle,116,42.20,22828.000,0.008540715,7.529536686,37.801127731
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_8192,216,103.80,43031.000,0.008323063,7.337703052,36.838050185
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,5,2.43,998.000,0.009654998,8.511643594,42.731676612
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_8192+idle,221,101.41,44032.000,0.008353198,7.364262793,36.971390150
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_16384,428,284.11,85627.000,0.008429787,7.431766919,37.310286448
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,1.00,999.000,0.009712532,8.562352618,42.986255127
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_16384+idle,434,244.21,86630.000,0.008447521,7.447397136,37.388756061
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_32768,852,746.30,170712.000,0.008418145,7.421506008,37.258772786
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,idle,6,3.95,995.000,0.009546755,8.416240378,42.252716312
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_32768+idle,858,720.59,171710.000,0.008426037,7.428462193,37.293695468
BLE,byte,ble_nrf52_byte_for_byte_run23.csv,tx_65536,1701,1416.26,340932.000,0.008304762,7.321572197,36.757067182
BLE,all,ble_nrf52_full_payload_run01.csv,baseline,48,1.97,9232.000,0.006362711,5.609887882,28.163763220
BLE,all,ble_nrf52_full_payload_run01.csv,tx_1,5,1.00,741.000,0.011407500,10.056263816,50.486255509
BLE,all,ble_nrf52_full_payload_run01.csv,idle,5,11.10,998.000,0.010269762,9.053484292,45.451922261
BLE,all,ble_nrf52_full_payload_run01.csv,tx_1+idle,10,13.18,1742.000,0.010838631,9.554874054,47.969088885
BLE,all,ble_nrf52_full_payload_run01.csv,tx_2,4,4.09,546.000,0.011335850,9.993112939,50.169214171
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,9.19,1000.000,0.010399967,9.168244081,46.028059898
BLE,all,ble_nrf52_full_payload_run01.csv,tx_2+idle,10,11.51,1548.000,0.010774320,9.498191624,47.684521607
BLE,all,ble_nrf52_full_payload_run01.csv,tx_4,4,38.88,545.000,0.011407350,10.056131609,50.485591780
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,4.94,1000.000,0.010448103,9.210670777,46.241057988
BLE,all,ble_nrf52_full_payload_run01.csv,tx_4+idle,10,5.13,1547.000,0.010831802,9.548855110,47.938871505
BLE,all,ble_nrf52_full_payload_run01.csv,tx_8,3,1.00,543.000,0.011325267,9.983785000,50.122384386
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,10.62,995.000,0.010454775,9.216551051,46.270579190
BLE,all,ble_nrf52_full_payload_run01.csv,tx_8+idle,9,12.08,1547.000,0.010744939,9.472295700,47.554514255
BLE,all,ble_nrf52_full_payload_run01.csv,tx_16,3,1.00,518.000,0.011328433,9.986576037,50.136396448
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,10.28,998.000,0.010425615,9.190850010,46.141550224
BLE,all,ble_nrf52_full_payload_run01.csv,tx_16+idle,9,12.44,1521.000,0.010726554,9.456092019,47.473165632
BLE,all,ble_nrf52_full_payload_run01.csv,tx_32,4,1.47,546.000,0.011378175,10.030417347,50.356496441
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,5.80,998.000,0.010432273,9.196718531,46.171012428
BLE,all,ble_nrf52_full_payload_run01.csv,tx_32+idle,10,6.42,1546.000,0.010810634,9.530198058,47.845206033
BLE,all,ble_nrf52_full_payload_run01.csv,tx_64,4,140.68,575.000,0.011420075,10.067347169,50.541898144
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,8.51,999.000,0.010457030,9.218538562,46.280557253
BLE,all,ble_nrf52_full_payload_run01.csv,tx_64+idle,10,9.37,1577.000,0.010842248,9.558062005,47.985093610
BLE,all,ble_nrf52_full_payload_run01.csv,tx_128,3,1.00,522.000,0.011332933,9.990542247,50.156308325
BLE,all,ble_nrf52_full_payload_run01.csv,idle,7,11.39,998.000,0.010576101,9.323485739,46.807431852
BLE,all,ble_nrf52_full_payload_run01.csv,tx_128+idle,10,14.06,1522.000,0.010803151,9.523602691,47.812094794
BLE,all,ble_nrf52_full_payload_run01.csv,tx_256,3,1.00,546.000,0.011343400,9.999767358,50.202621877
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,9.16,1000.000,0.010416965,9.183226073,46.103275171
BLE,all,ble_nrf52_full_payload_run01.csv,tx_256+idle,9,10.69,1548.000,0.010725777,9.455406501,47.469724073
BLE,all,ble_nrf52_full_payload_run01.csv,tx_512,4,12.39,574.000,0.011400575,10.050160259,50.455613342
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,6.48,1000.000,0.010341435,9.116655441,45.769065370
BLE,all,ble_nrf52_full_payload_run01.csv,tx_512+idle,10,7.26,1576.000,0.010765091,9.490057368,47.643684559
BLE,all,ble_nrf52_full_payload_run01.csv,tx_1024,4,5.58,620.000,0.011456500,10.099451436,50.703073730
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,6.94,1000.000,0.010304400,9.084013532,45.605190619
BLE,all,ble_nrf52_full_payload_run01.csv,tx_1024+idle,10,7.78,1622.000,0.010765240,9.490188694,47.644343863
BLE,all,ble_nrf52_full_payload_run01.csv,tx_2048,5,1.17,770.000,0.011483100,10.122896144,50.820775050
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,8.46,1001.000,0.010615853,9.358522273,46.983328531
BLE,all,ble_nrf52_full_payload_run01.csv,tx_2048+idle,11,9.17,1773.000,0.011010056,9.705964942,48.727622403
BLE,all,ble_nrf52_full_payload_run01.csv,tx_4096,5,1.13,868.000,0.011529660,10.163933197,51.026796608
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,6.30,1000.000,0.010159022,8.955879976,44.961911607
BLE,all,ble_nrf52_full_payload_run01.csv,tx_4096+idle,11,7.14,1871.000,0.010782039,9.504995077,47.718677517
BLE,all,ble_nrf52_full_payload_run01.csv,tx_8192,8,10.19,1341.000,0.011373263,10.026087568,50.334759308
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,4.48,997.000,0.010117830,8.919574465,44.779644180
BLE,all,ble_nrf52_full_payload_run01.csv,tx_8192+idle,14,5.86,2341.000,0.010835220,9.551867667,47.953995682
BLE,all,ble_nrf52_full_payload_run01.csv,tx_16384,12,2.04,2175.000,0.011244147,9.912287454,49.763439608
BLE,all,ble_nrf52_full_payload_run01.csv,idle,6,3.53,999.000,0.010039835,8.850831231,44.434527096
BLE,all,ble_nrf52_full_payload_run01.csv,tx_16384+idle,18,4.43,3177.000,0.010842709,9.558468713,47.987135437
BLE,all,ble_nrf52_full_payload_run01.csv,tx_32768,21,5.25,4117.000,0.011151310,9.830463072,49.352650202
BLE,all,ble_nrf52_full_payload_run01.csv,idle,5,4.43,998.000,0.009924460,8.749142013,43.924008683
BLE,all,ble_nrf52_full_payload_run01.csv,tx_32768+idle,26,9.42,5120.000,0.010915377,9.622516715,48.308680679
BLE,all,ble_nrf52_full_payload_run01.csv,tx_65536,41,1.90,7926.000,0.011221078,9.891955021,49.661363086
BLE,all,ble_nrf52_full_payload_run02.csv,baseline,34,17.91,6426.000,0.006840424,6.030933933,30.277573966
BLE,all,ble_nrf52_full_payload_run02.csv,tx_1,4,105.42,759.000,0.011358200,10.012811782,50.268109829
BLE,all,ble_nrf52_full_payload_run02.csv,idle,7,11.50,996.000,0.010594266,9.339495377,46.887806303
BLE,all,ble_nrf52_full_payload_run02.csv,tx_1+idle,11,15.30,1757.000,0.010872060,9.584337706,48.117007585
BLE,all,ble_nrf52_full_payload_run02.csv,tx_2,3,1.00,523.000,0.011382833,10.034523109,50.377108921
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,8.15,996.000,0.010428782,9.193641046,46.155562286
BLE,all,ble_nrf52_full_payload_run02.csv,tx_2+idle,9,9.20,1524.000,0.010746799,9.473935067,47.562744498
BLE,all,ble_nrf52_full_payload_run02.csv,tx_4,4,10.99,545.000,0.011398925,10.048705982,50.448312320
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,5.54,989.000,0.010433900,9.198152243,46.178210203
BLE,all,ble_nrf52_full_payload_run02.csv,tx_4+idle,10,5.94,1546.000,0.010819910,9.538373739,47.886251050
BLE,all,ble_nrf52_full_payload_run02.csv,tx_8,4,1.00,545.000,0.011453325,10.096653055,50.689024794
BLE,all,ble_nrf52_full_payload_run02.csv,idle,5,11.33,991.000,0.010300788,9.080829988,45.589208019
BLE,all,ble_nrf52_full_payload_run02.csv,tx_8+idle,9,12.10,1541.000,0.010813027,9.532306906,47.855793252
BLE,all,ble_nrf52_full_payload_run02.csv,tx_16,4,1.00,565.000,0.011356075,10.010938849,50.258706998
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,9.77,998.000,0.010441440,9.204797848,46.211573660
BLE,all,ble_nrf52_full_payload_run02.csv,tx_16+idle,10,12.43,1573.000,0.010807294,9.527254249,47.830426995
BLE,all,ble_nrf52_full_payload_run02.csv,tx_32,4,39.14,495.000,0.011384625,10.036102248,50.385036799
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,4.75,999.000,0.010431202,9.195773986,46.166270452
BLE,all,ble_nrf52_full_payload_run02.csv,tx_32+idle,10,5.11,1497.000,0.010812571,9.531905291,47.853776990
BLE,all,ble_nrf52_full_payload_run02.csv,tx_64,4,1.02,544.000,0.011402550,10.051900985,50.464352444
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,9.26,998.000,0.010448082,9.210651680,46.240962116
BLE,all,ble_nrf52_full_payload_run02.csv,tx_64+idle,10,10.90,1545.000,0.010829869,9.547151402,47.930318247
BLE,all,ble_nrf52_full_payload_run02.csv,tx_128,3,1.00,547.000,0.011348967,10.004673706,50.227253607
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,10.93,999.000,0.010478168,9.237169467,46.374091454
BLE,all,ble_nrf52_full_payload_run02.csv,tx_128+idle,9,13.43,1548.000,0.010768434,9.493004213,47.658478838
BLE,all,ble_nrf52_full_payload_run02.csv,tx_256,4,2.06,570.000,0.011378025,10.030285140,50.355832712
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,8.46,995.000,0.010471597,9.231377331,46.345012738
BLE,all,ble_nrf52_full_payload_run02.csv,tx_256+idle,10,10.24,1570.000,0.010834168,9.550940455,47.949340727
BLE,all,ble_nrf52_full_payload_run02.csv,tx_512,4,39.31,576.000,0.011416425,10.064130132,50.525747399
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,5.20,998.000,0.010365430,9.137804154,45.875239926
BLE,all,ble_nrf52_full_payload_run02.csv,tx_512+idle,10,5.60,1576.000,0.010785828,9.508334545,47.735442915
BLE,all,ble_nrf52_full_payload_run02.csv,tx_1024,4,2.11,587.000,0.011412500,10.060670716,50.508379817
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,5.83,999.000,0.010460160,9.221297282,46.294407070
BLE,all,ble_nrf52_full_payload_run02.csv,tx_1024+idle,10,6.38,1605.000,0.010841096,9.557046655,47.979996169
BLE,all,ble_nrf52_full_payload_run02.csv,tx_2048,5,1.64,763.000,0.011493780,10.132309283,50.868032572
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,7.85,995.000,0.010589807,9.335565262,46.868075634
BLE,all,ble_nrf52_full_payload_run02.csv,tx_2048+idle,11,8.40,1764.000,0.011000704,9.697721635,48.686237879
BLE,all,ble_nrf52_full_payload_run02.csv,tx_4096,5,1.00,871.000,0.011545280,10.177700353,51.095912947
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,6.26,994.000,0.010207912,8.998970645,45.178243093
BLE,all,ble_nrf52_full_payload_run02.csv,tx_4096+idle,11,7.00,1873.000,0.010815806,9.534756876,47.868093027
BLE,all,ble_nrf52_full_payload_run02.csv,tx_8192,9,1.55,1497.000,0.010866734,9.579643868,48.093442739
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,1.00,988.000,0.009809567,8.647877326,43.415621578
BLE,all,ble_nrf52_full_payload_run02.csv,tx_8192+idle,15,2.24,2500.000,0.010443867,9.206937251,46.222314274
BLE,all,ble_nrf52_full_payload_run02.csv,tx_16384,13,2.06,2393.000,0.010875816,9.587648305,48.133628046
BLE,all,ble_nrf52_full_payload_run02.csv,idle,6,1.40,996.000,0.010182283,8.976382344,45.064841264
BLE,all,ble_nrf52_full_payload_run02.csv,tx_16384+idle,19,3.17,3391.000,0.010656806,9.394616949,47.164537483
BLE,all,ble_nrf52_full_payload_run02.csv,tx_32768,22,2.77,4173.000,0.011079895,9.767519319,49.036648707
BLE,all,ble_nrf52_full_payload_run02.csv,idle,5,4.16,998.000,0.009965052,8.784918990,44.103622667
BLE,all,ble_nrf52_full_payload_run02.csv,tx_32768+idle,27,7.07,5173.000,0.010873443,9.585556295,48.123125366
BLE,all,ble_nrf52_full_payload_run02.csv,tx_65536,45,3.04,8693.000,0.010716715,9.447420023,47.429628927
BLE,all,ble_nrf52_full_payload_run03.csv,baseline,39,5.59,7419.000,0.007327109,6.459888527,32.431088594
BLE,all,ble_nrf52_full_payload_run03.csv,tx_1,5,8.60,737.000,0.011330560,9.988450438,50.145806653
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,10.45,1000.000,0.010420865,9.186663455,46.120532132
BLE,all,ble_nrf52_full_payload_run03.csv,tx_1+idle,11,14.55,1740.000,0.010834363,9.551112084,47.950202369
BLE,all,ble_nrf52_full_payload_run03.csv,tx_2,3,54043195528445952.00,552.000,0.011357700,10.012371092,50.265897399
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,6.12,999.000,0.010409842,9.176947709,46.071755407
BLE,all,ble_nrf52_full_payload_run03.csv,tx_2+idle,9,6.52,1554.000,0.010725794,9.455422170,47.469802737
BLE,all,ble_nrf52_full_payload_run03.csv,tx_4,3,1.00,530.000,0.011316400,9.975970097,50.083150612
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,8.47,993.000,0.010442390,9.205635159,46.215777279
BLE,all,ble_nrf52_full_payload_run03.csv,tx_4+idle,9,9.23,1525.000,0.010733727,9.462413472,47.504901723
BLE,all,ble_nrf52_full_payload_run03.csv,tx_8,4,1.00,554.000,0.011371300,10.024357860,50.326075517
BLE,all,ble_nrf52_full_payload_run03.csv,idle,5,10.69,998.000,0.010230998,9.019318477,45.280396924
BLE,all,ble_nrf52_full_payload_run03.csv,tx_8+idle,9,12.33,1559.000,0.010737799,9.466002647,47.522920743
BLE,all,ble_nrf52_full_payload_run03.csv,tx_16,3,1.00,515.000,0.011353800,10.008933710,50.248640438
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,8.02,996.000,0.010421870,9.187549242,46.124979118
BLE,all,ble_nrf52_full_payload_run03.csv,tx_16+idle,9,9.02,1514.000,0.010732513,9.461344064,47.499532891
BLE,all,ble_nrf52_full_payload_run03.csv,tx_32,4,30.82,558.000,0.011391750,10.042382081,50.416563938
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,5.96,999.000,0.010433650,9.197931898,46.177103988
BLE,all,ble_nrf52_full_payload_run03.csv,tx_32+idle,10,6.28,1560.000,0.010816890,9.535711971,47.872887968
BLE,all,ble_nrf52_full_payload_run03.csv,tx_64,3,1.00,522.000,0.011315600,9.975264993,50.079610723
BLE,all,ble_nrf52_full_payload_run03.csv,idle,7,11.51,993.000,0.010583693,9.330176672,46.841022873
BLE,all,ble_nrf52_full_payload_run03.csv,tx_64+idle,10,14.32,1526.000,0.010803265,9.523703169,47.812599228
BLE,all,ble_nrf52_full_payload_run03.csv,tx_128,3,1.00,555.000,0.011336000,9.993245146,50.169877901
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,10.00,999.000,0.010439850,9.203396454,46.204538130
BLE,all,ble_nrf52_full_payload_run03.csv,tx_128+idle,9,11.95,1557.000,0.010738567,9.466679351,47.526318054
BLE,all,ble_nrf52_full_payload_run03.csv,tx_256,4,1.00,516.000,0.011381950,10.033744557,50.373200294
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,5.92,998.000,0.010436725,9.200642141,46.190710437
BLE,all,ble_nrf52_full_payload_run03.csv,tx_256+idle,10,6.52,1516.000,0.010814815,9.533883108,47.863706380
BLE,all,ble_nrf52_full_payload_run03.csv,tx_512,4,30.79,620.000,0.011393625,10.044034668,50.424860553
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,4.78,997.000,0.010227137,9.015915175,45.263311058
BLE,all,ble_nrf52_full_payload_run03.csv,tx_512+idle,10,5.04,1619.000,0.010693732,9.427162972,47.327930856
BLE,all,ble_nrf52_full_payload_run03.csv,tx_1024,4,1.02,639.000,0.011427275,10.073693105,50.573757148
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,4.96,996.000,0.009962768,8.782906212,44.093517758
BLE,all,ble_nrf52_full_payload_run03.csv,tx_1024+idle,10,5.29,1646.000,0.010548571,9.299220970,46.685613514
BLE,all,ble_nrf52_full_payload_run03.csv,tx_2048,5,2.96,705.000,0.011429880,10.075989100,50.585283913
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,8.09,993.000,0.010446455,9.209217969,46.233764341
BLE,all,ble_nrf52_full_payload_run03.csv,tx_2048+idle,11,9.45,1702.000,0.010893466,9.603204847,48.211727783
BLE,all,ble_nrf52_full_payload_run03.csv,tx_4096,6,29.15,919.000,0.011006167,9.702536641,48.710411032
BLE,all,ble_nrf52_full_payload_run03.csv,idle,5,3.58,997.000,0.009689906,8.542410807,42.886139682
BLE,all,ble_nrf52_full_payload_run03.csv,tx_4096+idle,11,5.70,1918.000,0.010407866,9.175206716,46.063014964
BLE,all,ble_nrf52_full_payload_run03.csv,tx_8192,8,13.06,1429.000,0.011159653,9.837815985,49.389564610
BLE,all,ble_nrf52_full_payload_run03.csv,idle,7,2.41,1000.000,0.009712351,8.562193759,42.985457598
BLE,all,ble_nrf52_full_payload_run03.csv,tx_8192+idle,15,4.10,2432.000,0.010484245,9.242525613,46.400981338
BLE,all,ble_nrf52_full_payload_run03.csv,tx_16384,13,1.20,2474.000,0.010661446,9.398706873,47.185070454
BLE,all,ble_nrf52_full_payload_run03.csv,idle,6,2.07,994.000,0.009992260,8.808899578,44.224014303
BLE,all,ble_nrf52_full_payload_run03.csv,tx_16384+idle,19,3.12,3471.000,0.010450124,9.212451938,46.250000090
BLE,all,ble_nrf52_full_payload_run03.csv,tx_32768,23,1.59,4573.000,0.010710784,9.442192188,47.403383212
BLE,all,ble_nrf52_full_payload_run03.csv,idle,7,2.03,994.000,0.009792443,8.632784743,43.339851090
BLE,all,ble_nrf52_full_payload_run03.csv,tx_32768+idle,30,3.24,5571.000,0.010496504,9.253330451,46.455225717
BLE,all,ble_nrf52_full_payload_run03.csv,tx_65536,46,1.34,9077.000,0.010473852,9.233364715,46.354990160
BLE,all,ble_nrf52_full_payload_run04.csv,baseline,39,4.00,7377.000,0.007363284,6.491772562,32.591158532
BLE,all,ble_nrf52_full_payload_run04.csv,tx_1,5,1.12,762.000,0.011370880,10.023987680,50.324217075
BLE,all,ble_nrf52_full_payload_run04.csv,idle,5,10.92,992.000,0.010244020,9.030795808,45.338017472
BLE,all,ble_nrf52_full_payload_run04.csv,tx_1+idle,10,13.42,1766.000,0.010807450,9.527391744,47.831117274
BLE,all,ble_nrf52_full_payload_run04.csv,tx_2,4,3.56,524.000,0.011363050,10.017086475,50.289570408
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,5.57,999.000,0.010419278,9.185264998,46.113511351
BLE,all,ble_nrf52_full_payload_run04.csv,tx_2+idle,10,6.18,1526.000,0.010796787,9.517993589,47.783934974
BLE,all,ble_nrf52_full_payload_run04.csv,tx_4,4,29.01,529.000,0.011406500,10.055382436,50.481830647
BLE,all,ble_nrf52_full_payload_run04.csv,idle,5,9.29,998.000,0.010266024,9.050189693,45.435382128
BLE,all,ble_nrf52_full_payload_run04.csv,tx_4+idle,9,9.03,1530.000,0.010772902,9.496942023,47.678248137
BLE,all,ble_nrf52_full_payload_run04.csv,tx_8,3,54043195528445952.00,549.000,0.011312833,9.972826509,50.067368606
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,11.40,998.000,0.010456670,9.218221266,46.278964303
BLE,all,ble_nrf52_full_payload_run04.csv,tx_8+idle,9,14.15,1550.000,0.010742058,9.469756347,47.541765737
BLE,all,ble_nrf52_full_payload_run04.csv,tx_16,4,1126.82,523.000,0.011346700,10.002675912,50.217223920
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,7.67,999.000,0.010434148,9.198371119,46.179309044
BLE,all,ble_nrf52_full_payload_run04.csv,tx_16+idle,10,9.13,1528.000,0.010799169,9.520093036,47.794474994
BLE,all,ble_nrf52_full_payload_run04.csv,tx_32,4,1.00,557.000,0.011382325,10.034075074,50.374859617
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,6.19,998.000,0.010419897,9.185809985,46.116247391
BLE,all,ble_nrf52_full_payload_run04.csv,tx_32+idle,10,6.71,1558.000,0.010804868,9.525116021,47.819692281
BLE,all,ble_nrf52_full_payload_run04.csv,tx_64,4,28.54,524.000,0.011371475,10.024512101,50.326849868
BLE,all,ble_nrf52_full_payload_run04.csv,idle,5,10.59,997.000,0.010232864,9.020963132,45.288653716
BLE,all,ble_nrf52_full_payload_run04.csv,tx_64+idle,9,11.96,1524.000,0.010738913,9.466984896,47.527852006
BLE,all,ble_nrf52_full_payload_run04.csv,tx_128,4,1.99,560.000,0.011323175,9.981941447,50.113129050
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,9.73,1001.000,0.010401535,9.169626379,46.034999556
BLE,all,ble_nrf52_full_payload_run04.csv,tx_128+idle,10,12.35,1563.000,0.010770191,9.494552406,47.666251353
BLE,all,ble_nrf52_full_payload_run04.csv,tx_256,4,34.67,579.000,0.011347425,10.003314912,50.220431945
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,5.44,996.000,0.010416447,9.182769224,46.100981618
BLE,all,ble_nrf52_full_payload_run04.csv,tx_256+idle,10,6.08,1579.000,0.010788838,9.510987499,47.748761749
BLE,all,ble_nrf52_full_payload_run04.csv,tx_512,4,1.00,586.000,0.011476175,10.116792588,50.790132883
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,5.74,999.000,0.010374845,9.146102347,45.916899998
BLE,all,ble_nrf52_full_payload_run04.csv,tx_512+idle,10,5.68,1587.000,0.010815377,9.534378443,47.866193152
BLE,all,ble_nrf52_full_payload_run04.csv,tx_1024,4,16.34,586.000,0.011432525,10.078320350,50.596987672
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,5.01,1001.000,0.010272273,9.055697731,45.463034564
BLE,all,ble_nrf52_full_payload_run04.csv,tx_1024+idle,10,5.17,1590.000,0.010736374,9.464746779,47.516615807
BLE,all,ble_nrf52_full_payload_run04.csv,tx_2048,5,3.58,792.000,0.011381920,10.033718115,50.373067548
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,6.22,992.000,0.010264400,9.048758332,45.428196153
BLE,all,ble_nrf52_full_payload_run04.csv,tx_2048+idle,11,7.32,1794.000,0.010772364,9.496467324,47.675864969
BLE,all,ble_nrf52_full_payload_run04.csv,tx_4096,6,12.70,1005.000,0.010892570,9.602414810,48.207761498
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,1.18,998.000,0.009428503,8.312015724,41.729469046
BLE,all,ble_nrf52_full_payload_run04.csv,tx_4096+idle,12,2.87,2009.000,0.010160537,8.957215267,44.968615272
BLE,all,ble_nrf52_full_payload_run04.csv,tx_8192,7,1.00,1430.000,0.010566930,9.315402225,46.766849549
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,2.08,998.000,0.009305178,8.203319535,41.183772983
BLE,all,ble_nrf52_full_payload_run04.csv,tx_8192+idle,13,2.93,2429.000,0.009984583,8.802133291,44.190044980
BLE,all,ble_nrf52_full_payload_run04.csv,tx_16384,13,2.24,2444.000,0.010757434,9.483308506,47.609802713
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,2.66,1000.000,0.009154505,8.070519071,40.517064328
BLE,all,ble_nrf52_full_payload_run04.csv,tx_16384+idle,19,4.15,3448.000,0.010251246,9.037164474,45.369990591
BLE,all,ble_nrf52_full_payload_run04.csv,tx_32768,24,1.51,4605.000,0.010640562,9.380299704,47.092659487
BLE,all,ble_nrf52_full_payload_run04.csv,idle,6,2.81,998.000,0.009224422,8.132142223,40.826435905
BLE,all,ble_nrf52_full_payload_run04.csv,tx_32768+idle,30,4.23,5606.000,0.010357334,9.130668208,45.839414771
