Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
lora,chunk,LoRa_exp_run20.csv,tx_8192,53,57.46,10346.000,0.096091326,84.694895168,425.200471671
lora,chunk,LoRa_exp_run20.csv,idle,6,2.27,997.000,0.055064717,48.534861661,243.663399429
lora,chunk,LoRa_exp_run20.csv,tx_8192+idle,59,47.45,11346.000,0.091919129,81.017603625,406.739074494
lora,chunk,LoRa_exp_run20.csv,tx_16384,104,141.28,20693.000,0.097747667,86.154760912,432.529550972
lora,chunk,LoRa_exp_run20.csv,idle,6,1.54,1002.000,0.054510867,48.046709346,241.212689802
lora,chunk,LoRa_exp_run20.csv,tx_16384+idle,110,119.87,21699.000,0.095389296,84.076139918,422.094085817
lora,chunk,LoRa_exp_run20.csv,tx_32768,208,278.56,41371.000,0.098012030,86.387765158,433.699320588
lora,chunk,LoRa_exp_run20.csv,idle,5,2.57,1000.000,0.049348480,43.496684959,218.369843001
lora,chunk,LoRa_exp_run20.csv,tx_32768+idle,213,254.74,42378.000,0.096869693,85.380932289,428.644638015
lora,chunk,LoRa_exp_run20.csv,tx_65536,420,535.27,83735.000,0.097798058,86.199173925,432.752521128
lora,chunk,LoRa_exp_run21.csv,baseline,24,6.32,5000.000,0.036919054,32.541637556,163.371353258
lora,chunk,LoRa_exp_run21.csv,tx_1,1,1.00,19.000,0.036928000,32.549522234,163.410937333
lora,chunk,LoRa_exp_run21.csv,idle,6,9.94,998.000,0.037657617,33.192591776,166.639390143
lora,chunk,LoRa_exp_run21.csv,tx_1+idle,7,10.48,1026.000,0.037553386,33.100724698,166.178182599
lora,chunk,LoRa_exp_run21.csv,tx_2,1,1.00,16.000,0.036893300,32.518938348,163.257394634
lora,chunk,LoRa_exp_run21.csv,idle,7,10.49,998.000,0.038058686,33.546086015,168.414065192
lora,chunk,LoRa_exp_run21.csv,tx_2+idle,8,11.18,1020.000,0.037913012,33.417692557,167.769481372
lora,chunk,LoRa_exp_run21.csv,tx_4,1,1.00,20.000,0.036896700,32.521935040,163.272439163
lora,chunk,LoRa_exp_run21.csv,idle,6,10.01,1001.000,0.038898917,34.286648776,172.131970913
lora,chunk,LoRa_exp_run21.csv,tx_4+idle,7,10.51,1023.000,0.038612886,34.034546814,170.866323520
lora,chunk,LoRa_exp_run21.csv,tx_8,1,1.00,27.000,0.036899700,32.524579180,163.285713748
lora,chunk,LoRa_exp_run21.csv,idle,6,9.99,1004.000,0.039860317,35.134007513,176.386032907
lora,chunk,LoRa_exp_run21.csv,tx_8+idle,7,10.49,1033.000,0.039437371,34.761232037,174.514558741
lora,chunk,LoRa_exp_run21.csv,tx_16,1,1.00,37.000,0.036898300,32.523345248,163.279518942
lora,chunk,LoRa_exp_run21.csv,idle,6,9.98,1000.000,0.038937267,34.320449699,172.301664358
lora,chunk,LoRa_exp_run21.csv,tx_16+idle,7,10.49,1040.000,0.038645986,34.063720492,171.012786441
lora,chunk,LoRa_exp_run21.csv,tx_32,1,1.00,53.000,0.036888000,32.514267034,163.233942867
lora,chunk,LoRa_exp_run21.csv,idle,7,8.84,1003.000,0.037350929,32.922283021,165.282337751
lora,chunk,LoRa_exp_run21.csv,tx_32+idle,8,9.32,1058.000,0.037293063,32.871281022,165.026288390
lora,chunk,LoRa_exp_run21.csv,tx_64,1,1.00,91.000,0.036889300,32.515412828,163.239695187
lora,chunk,LoRa_exp_run21.csv,idle,6,10.01,998.000,0.045175550,39.818747895,199.905205062
lora,chunk,LoRa_exp_run21.csv,tx_64+idle,7,10.51,1092.000,0.043991800,38.775414314,194.667275080
lora,chunk,LoRa_exp_run21.csv,tx_128,2,2.00,169.000,0.036947150,32.566400661,163.495673434
lora,chunk,LoRa_exp_run21.csv,idle,5,9.96,998.000,0.045786240,40.356997850,202.607423825
lora,chunk,LoRa_exp_run21.csv,tx_128+idle,7,10.49,1170.000,0.043260786,38.131112939,191.432637999
lora,chunk,LoRa_exp_run21.csv,tx_256,2,2.00,335.000,0.036817450,32.452085675,162.921768877
lora,chunk,LoRa_exp_run21.csv,idle,7,9.80,1001.000,0.052675557,46.429104228,233.091699068
lora,chunk,LoRa_exp_run21.csv,tx_256+idle,9,11.10,1338.000,0.049151533,43.323100105,217.498381248
lora,chunk,LoRa_exp_run21.csv,tx_512,3,1.00,660.000,0.062806433,55.358255936,277.919424638
lora,chunk,LoRa_exp_run21.csv,idle,5,1.00,1003.000,0.066294360,58.432444759,293.353017595
lora,chunk,LoRa_exp_run21.csv,tx_512+idle,8,2.75,1666.000,0.064986387,57.279623950,287.565420236
lora,chunk,LoRa_exp_run21.csv,tx_1024,7,5.89,1291.000,0.088780543,78.251316719,392.851265850
lora,chunk,LoRa_exp_run21.csv,idle,6,1.00,992.000,0.064680633,57.010138342,286.212500349
lora,chunk,LoRa_exp_run21.csv,tx_1024+idle,13,5.05,2294.000,0.077657508,68.447695929,343.633374080
lora,chunk,LoRa_exp_run21.csv,tx_2048,14,10.70,2596.000,0.087535057,77.153570514,387.340163873
lora,chunk,LoRa_exp_run21.csv,idle,6,4.46,1001.000,0.052559583,46.326887231,232.578531006
lora,chunk,LoRa_exp_run21.csv,tx_2048+idle,20,10.40,3600.000,0.077042415,67.905565529,340.911674013
lora,chunk,LoRa_exp_run21.csv,tx_4096,27,26.20,5166.000,0.093853752,82.722741688,415.299513790
lora,chunk,LoRa_exp_run21.csv,idle,6,1.00,1001.000,0.068107800,60.030774515,301.377238712
lora,chunk,LoRa_exp_run21.csv,tx_4096+idle,33,19.16,6170.000,0.089172670,78.596929475,394.586372867
lora,chunk,LoRa_exp_run21.csv,tx_8192,53,67.12,10343.000,0.096785121,85.306391627,428.270415640
lora,chunk,LoRa_exp_run21.csv,idle,5,1.00,1001.000,0.062215200,54.837154698,275.303298933
lora,chunk,LoRa_exp_run21.csv,tx_8192+idle,58,53.50,11347.000,0.093804955,82.679733271,415.083595234
lora,chunk,LoRa_exp_run21.csv,tx_16384,105,130.45,20664.000,0.097324450,85.781746059,430.656875043
lora,chunk,LoRa_exp_run21.csv,idle,6,1.00,993.000,0.060589550,53.404339293,268.110022587
lora,chunk,LoRa_exp_run21.csv,tx_16384+idle,111,110.57,21669.000,0.095338780,84.031615964,421.870558694
lora,chunk,LoRa_exp_run21.csv,tx_32768,207,289.21,41369.000,0.098275082,86.619613787,434.863288575
lora,chunk,LoRa_exp_run21.csv,idle,6,3.07,996.000,0.064220050,56.604189401,284.174482819
lora,chunk,LoRa_exp_run21.csv,tx_32768+idle,213,269.77,42367.000,0.097315785,85.774108875,430.618533483
lora,chunk,LoRa_exp_run21.csv,tx_65536,419,540.72,83713.000,0.097807178,86.207212274,432.792876686
lora,chunk,LoRa_exp_run22.csv,baseline,26,8.95,5008.000,0.036915412,32.538427016,163.355235132
lora,chunk,LoRa_exp_run22.csv,tx_1,1,1.00,17.000,0.036923100,32.545203472,163.389255511
lora,chunk,LoRa_exp_run22.csv,idle,6,9.97,1007.000,0.039243917,34.590724878,173.658548184
lora,chunk,LoRa_exp_run22.csv,tx_1+idle,7,10.48,1029.000,0.038912371,34.298507534,172.191506373
lora,chunk,LoRa_exp_run22.csv,tx_2,1,1.00,21.000,0.036897500,32.522640144,163.275979053
lora,chunk,LoRa_exp_run22.csv,idle,6,9.99,1009.000,0.038841017,34.235616874,171.875771424
lora,chunk,LoRa_exp_run22.csv,tx_2+idle,7,10.49,1032.000,0.038563371,33.990905912,170.647229656
lora,chunk,LoRa_exp_run22.csv,tx_4,1,1.00,23.000,0.036888500,32.514707724,163.236155298
lora,chunk,LoRa_exp_run22.csv,idle,6,10.00,1005.000,0.037860200,33.371144675,167.535793366
lora,chunk,LoRa_exp_run22.csv,tx_4+idle,7,10.49,1033.000,0.037721386,33.248796539,166.921559356
lora,chunk,LoRa_exp_run22.csv,tx_8,1,1.00,28.000,0.036895300,32.520701108,163.266244357
lora,chunk,LoRa_exp_run22.csv,idle,6,7.23,1009.000,0.037057033,32.663249634,163.981891982
lora,chunk,LoRa_exp_run22.csv,tx_8+idle,7,7.42,1040.000,0.037033929,32.642885559,163.879656607
lora,chunk,LoRa_exp_run22.csv,tx_16,1,1.00,33.000,0.036895400,32.520789246,163.266686843
lora,chunk,LoRa_exp_run22.csv,idle,7,10.49,1006.000,0.038453243,33.893840792,170.159925964
lora,chunk,LoRa_exp_run22.csv,tx_16+idle,8,11.19,1044.000,0.038258512,33.722209348,169.298271074
lora,chunk,LoRa_exp_run22.csv,tx_32,1,1.00,55.000,0.036895400,32.520789246,163.266686843
lora,chunk,LoRa_exp_run22.csv,idle,6,10.00,1008.000,0.042522367,37.480285155,188.165235871
lora,chunk,LoRa_exp_run22.csv,tx_32+idle,7,10.50,1066.000,0.041718514,36.771785740,184.608300296
lora,chunk,LoRa_exp_run22.csv,tx_64,1,1.00,93.000,0.036894500,32.519996004,163.262704468
lora,chunk,LoRa_exp_run22.csv,idle,7,4.20,1009.000,0.038041129,33.530611500,168.336377264
lora,chunk,LoRa_exp_run22.csv,tx_64+idle,8,4.31,1104.000,0.037897800,33.404284563,167.702168164
lora,chunk,LoRa_exp_run22.csv,tx_128,1,1.00,166.000,0.036894000,32.519555314,163.260492037
lora,chunk,LoRa_exp_run22.csv,idle,5,1.00,1005.000,0.045721480,40.299919681,202.320869784
lora,chunk,LoRa_exp_run22.csv,tx_128+idle,6,9.98,1176.000,0.044250233,39.003192287,195.810806826
lora,chunk,LoRa_exp_run22.csv,tx_256,3,1.00,335.000,0.044714800,39.412652058,197.866450055
lora,chunk,LoRa_exp_run22.csv,idle,6,4.99,1001.000,0.052325283,46.120379896,231.541785920
lora,chunk,LoRa_exp_run22.csv,tx_256+idle,9,7.12,1339.000,0.049788456,43.884470617,220.316673965
lora,chunk,LoRa_exp_run22.csv,tx_512,4,7.70,656.000,0.061573550,54.271617218,272.464086453
lora,chunk,LoRa_exp_run22.csv,idle,6,6.21,995.000,0.052260283,46.063090196,231.254169913
lora,chunk,LoRa_exp_run22.csv,tx_512+idle,10,12.70,1653.000,0.055985590,49.346501005,247.738136529
lora,chunk,LoRa_exp_run22.csv,tx_1024,8,3.99,1291.000,0.077591912,68.389881638,343.343124429
lora,chunk,LoRa_exp_run22.csv,idle,6,1.07,1002.000,0.058626867,51.674469446,259.425420367
lora,chunk,LoRa_exp_run22.csv,tx_1024+idle,14,4.63,2300.000,0.069464036,61.226133556,307.378394117
lora,chunk,LoRa_exp_run22.csv,tx_2048,14,15.23,2595.000,0.093094464,82.053520809,411.939771355
lora,chunk,LoRa_exp_run22.csv,idle,6,1.00,1007.000,0.060975950,53.744904527,269.819789129
lora,chunk,LoRa_exp_run22.csv,tx_2048+idle,20,10.50,3604.000,0.083458910,73.560935925,369.303776687
lora,chunk,LoRa_exp_run22.csv,tx_4096,26,33.52,5177.000,0.094002554,82.853892791,415.957942028
lora,chunk,LoRa_exp_run22.csv,idle,7,2.50,1007.000,0.052657171,46.412899427,233.010344826
lora,chunk,LoRa_exp_run22.csv,tx_4096+idle,33,23.55,6187.000,0.085232321,75.123985108,377.150875955
lora,chunk,LoRa_exp_run22.csv,tx_8192,52,66.48,10347.000,0.096412771,84.978210134,426.622820169
lora,chunk,LoRa_exp_run22.csv,idle,6,6.66,1008.000,0.055017450,48.493201767,243.454250968
lora,chunk,LoRa_exp_run22.csv,tx_8192+idle,58,55.21,11358.000,0.092130497,81.203898923,407.674347493
lora,chunk,LoRa_exp_run22.csv,tx_16384,104,127.69,20661.000,0.097055254,85.544481532,429.465717198
lora,chunk,LoRa_exp_run22.csv,idle,6,4.28,995.000,0.051645200,45.520968045,228.532511258
lora,chunk,LoRa_exp_run22.csv,tx_16384+idle,110,109.35,21668.000,0.094578342,83.361380796,418.505724146
lora,chunk,LoRa_exp_run22.csv,tx_32768,208,274.00,41348.000,0.097957388,86.339604520,433.457535936
lora,chunk,LoRa_exp_run22.csv,idle,6,4.22,1003.000,0.048334117,42.602645400,213.881425585
lora,chunk,LoRa_exp_run22.csv,tx_32768+idle,214,245.20,42354.000,0.096566081,85.113334638,427.301196393
lora,chunk,LoRa_exp_run22.csv,tx_65536,419,547.46,83764.000,0.097860430,86.254147968,433.028511658
lora,chunk,LoRa_exp_run23.csv,baseline,25,4.62,5002.000,0.036919796,32.542291393,163.374635768
lora,chunk,LoRa_exp_run23.csv,tx_1,1,1.00,18.000,0.036923800,32.545820438,163.392352914
lora,chunk,LoRa_exp_run23.csv,idle,5,9.95,1002.000,0.039034280,34.405955311,172.730934936
lora,chunk,LoRa_exp_run23.csv,tx_1+idle,6,9.99,1023.000,0.038682533,34.095932833,171.174504599
lora,chunk,LoRa_exp_run23.csv,tx_2,1,1.00,19.000,0.036895000,32.520436694,163.264916898
lora,chunk,LoRa_exp_run23.csv,idle,6,9.99,1002.000,0.039236867,34.584511149,173.627352909
lora,chunk,LoRa_exp_run23.csv,tx_2+idle,7,10.49,1024.000,0.038902314,34.289643369,172.147004907
lora,chunk,LoRa_exp_run23.csv,tx_4,1,1.00,24.000,0.036888500,32.514707724,163.236155298
lora,chunk,LoRa_exp_run23.csv,idle,6,10.01,999.000,0.039045017,34.415418395,172.778443201
lora,chunk,LoRa_exp_run23.csv,tx_4+idle,7,10.51,1028.000,0.038736943,34.143888299,171.415259215
lora,chunk,LoRa_exp_run23.csv,tx_8,1,1.00,22.000,0.036888400,32.514619586,163.235712812
lora,chunk,LoRa_exp_run23.csv,idle,6,9.98,1004.000,0.038153467,33.629624051,168.833457794
lora,chunk,LoRa_exp_run23.csv,tx_8+idle,7,10.48,1032.000,0.037972743,33.470337699,168.033779939
lora,chunk,LoRa_exp_run23.csv,tx_16,1,1.00,35.000,0.036890900,32.516823036,163.246774966
lora,chunk,LoRa_exp_run23.csv,idle,6,9.18,994.000,0.037147250,32.742764801,164.381088250
lora,chunk,LoRa_exp_run23.csv,tx_16+idle,7,9.56,1036.000,0.037110629,32.710487406,164.219043496
lora,chunk,LoRa_exp_run23.csv,tx_32,1,1.00,52.000,0.036892300,32.518056968,163.252969772
lora,chunk,LoRa_exp_run23.csv,idle,7,10.51,1001.000,0.039503529,34.819541620,174.807294946
lora,chunk,LoRa_exp_run23.csv,tx_32+idle,8,11.21,1062.000,0.039177125,34.531856038,173.363004299
lora,chunk,LoRa_exp_run23.csv,tx_64,1,1.00,91.000,0.036890900,32.516823036,163.246774966
lora,chunk,LoRa_exp_run23.csv,idle,6,10.00,1003.000,0.043216833,38.092374189,191.238154794
lora,chunk,LoRa_exp_run23.csv,tx_64+idle,7,10.50,1097.000,0.042313129,37.295866882,187.239386247
lora,chunk,LoRa_exp_run23.csv,tx_128,2,2.00,167.000,0.036886400,32.512856826,163.226863088
lora,chunk,LoRa_exp_run23.csv,idle,6,10.00,1002.000,0.050210217,44.256202427,222.182908533
lora,chunk,LoRa_exp_run23.csv,tx_128+idle,8,11.20,1172.000,0.046879263,41.320366027,207.443897172
lora,chunk,LoRa_exp_run23.csv,tx_256,2,2.00,324.000,0.036848350,32.479320317,163.058497102
lora,chunk,LoRa_exp_run23.csv,idle,7,7.09,1004.000,0.052948157,46.669368418,234.297916355
lora,chunk,LoRa_exp_run23.csv,tx_256+idle,9,7.81,1337.000,0.049370422,43.516024395,218.466934299
lora,chunk,LoRa_exp_run23.csv,tx_512,4,2.27,659.000,0.081194850,71.565438710,359.285624412
lora,chunk,LoRa_exp_run23.csv,idle,6,1.01,998.000,0.059836683,52.740777666,264.778691743
lora,chunk,LoRa_exp_run23.csv,tx_512+idle,10,3.44,1659.000,0.068379950,60.270642084,302.581464811
lora,chunk,LoRa_exp_run23.csv,tx_1024,7,6.29,1282.000,0.084095829,74.122303218,372.122053250
lora,chunk,LoRa_exp_run23.csv,idle,6,1.00,1004.000,0.056242417,49.572862893,248.874558998
lora,chunk,LoRa_exp_run23.csv,tx_1024+idle,13,5.82,2297.000,0.071240408,62.791792299,315.238594364
lora,chunk,LoRa_exp_run23.csv,tx_2048,14,8.59,2593.000,0.085778136,75.605055096,379.566029616
lora,chunk,LoRa_exp_run23.csv,idle,7,6.60,1003.000,0.051922086,45.765009577,229.757692237
lora,chunk,LoRa_exp_run23.csv,tx_2048+idle,21,10.12,3599.000,0.074492786,65.658373256,329.629917156
lora,chunk,LoRa_exp_run23.csv,tx_4096,26,26.77,5168.000,0.096290412,84.870364815,426.081395799
lora,chunk,LoRa_exp_run23.csv,idle,6,1.00,997.000,0.064556833,56.901023497,285.664702476
lora,chunk,LoRa_exp_run23.csv,tx_4096+idle,32,18.84,6167.000,0.090340366,79.626113318,399.753265801
lora,chunk,LoRa_exp_run23.csv,tx_8192,53,59.56,10338.000,0.096285066,84.865653398,426.057742698
lora,chunk,LoRa_exp_run23.csv,idle,6,1.00,1000.000,0.058261750,51.352662917,257.809829630
lora,chunk,LoRa_exp_run23.csv,tx_8192+idle,59,46.93,11341.000,0.092418288,81.457552671,408.947785437
lora,chunk,LoRa_exp_run23.csv,tx_16384,104,141.05,20686.000,0.098063951,86.433527001,433.929062383
lora,chunk,LoRa_exp_run23.csv,idle,6,1.00,1001.000,0.065621717,57.839590375,290.376663903
lora,chunk,LoRa_exp_run23.csv,tx_16384+idle,110,117.55,21690.000,0.096294375,84.873857730,426.098931557
lora,chunk,LoRa_exp_run23.csv,tx_32768,207,288.76,41360.000,0.098200062,86.553492830,434.531336309
lora,chunk,LoRa_exp_run23.csv,idle,6,1.35,1002.000,0.067885417,59.834770292,300.393223228
